parsing_atom_head,parsing_atom_dependent,position
o(/ti_C-------,a)gapw=_V1PAI-S-,after
o(/ti_C-------,a)gapw=men_V1PAI-P-,before
o(/ti_C-------,ai)/retai_V3PPI-S-,after
o(/ti_C-------,a)lla/_C-------,after
o(/ti_C-------,a(marth/swmen_V1AAS-P-,before
o(/ti_C-------,a)pe/qane(n)_V3AAI-S-,after
o(/ti_C-------,a)pe/xete_V2PAI-P-,after
o(/ti_C-------,a)pokeku/listai_V3RPI-S-,after
o(/ti_C-------,a)pologou/meqa_V1PMI-P-,after
o(/ti_C-------,a)fh=kes_V2AAI-S-,after
o(/ti_C-------,ble/pw_V1PAI-S-,before
o(/ti_C-------,gela/sete_V2FAI-P-,after
o(/ti_C-------,ginw/skei_V3PAI-S-,before
o(/ti_C-------,gnw/sesqe_V2FMI-P-,after
o(/ti_C-------,gra/yon_V2AAM-S-,before
o(/ti_C-------,grhgorei=te_V2PAM-P-,before
o(/ti_C-------,de/dotai_V3RPI-S-,after
o(/ti_C-------,dei=_V3PAI-S-,after
o(/ti_C-------,de/omai_V1PMI-S-,after
o(/ti_C-------,doca/sei_V3FAI-S-,before
o(/ti_C-------,du/nasqe_V2PMI-P-,after
o(/ti_C-------,e)gei/retai_V3PPI-S-,after
o(/ti_C-------,e)/gnw_V3AAI-S-,after
o(/ti_C-------,e)zhtei=te_V2IAI-P-,after
o(/ti_C-------,e)/qou_V2AMI-S-,after
o(/ti_C-------,ei)=_V2PAI-S-,after
o(/ti_C-------,ei)mi/_V1PAI-S-,after
o(/ti_C-------,ei)=pe(n)_V3AAI-S-,any
o(/ti_C-------,ei)=pon_V1AAI-S-,any
o(/ti_C-------,ei)sh=lqe(n)_V3AAI-S-,after
o(/ti_C-------,ei)si/(n)_V3PAI-P-,after
o(/ti_C-------,e)kpe/ptwke(n)_V3RAI-S-,after
o(/ti_C-------,e)la/bomen_V1AAI-P-,after
o(/ti_C-------,e)/lege(n)_V3IAI-S-,after
o(/ti_C-------,e)/legon_V3IAI-P-,after
o(/ti_C-------,e)/legon_V1IAI-S-,after
o(/ti_C-------,e)lehqh/sontai_V3FPI-P-,after
o(/ti_C-------,e)lh/luqas_V2RAI-S-,after
o(/ti_C-------,e)/lqh|_V3AAS-S-,after
o(/ti_C-------,e)luph/qh_V3API-S-,before
o(/ti_C-------,e)misqw/sato_V3AMI-S-,after
o(/ti_C-------,e)pizhtou=si(n)_V3PAI-P-,after
o(/ti_C-------,e)pisteu/qhsan_V3API-P-,after
o(/ti_C-------,e)poi/hse(n)_V3AAI-S-,after
o(/ti_C-------,e)rre/qh_V3API-S-,after
o(/ti_C-------,e)sme/n_V1PAI-P-,after
o(/ti_C-------,e)/stai_V3FMI-S-,after
o(/ti_C-------,e)sti/(n)_V3PAI-S-,any
o(/ti_C-------,e)fi/mwse(n)_V3AAI-S-,after
o(/ti_C-------,e)xari/sato_V3AMI-S-,after
o(/ti_C-------,e)/xei_V3PAI-S-,any
o(/ti_C-------,e)/xeis_V2PAI-S-,after
o(/ti_C-------,e)/xete_V2PAI-P-,after
o(/ti_C-------,e)/xomen_V1PAI-P-,after
o(/ti_C-------,e)/xousi(n)_V3PAI-P-,after
o(/ti_C-------,e(w/rakas_V2RAI-S-,after
o(/ti_C-------,zumoi=_V3PAI-S-,after
o(/ti_C-------,h)ga/phse(n)_V3AAI-S-,after
o(/ti_C-------,h)/ggike(n)_V3RAI-S-,after
o(/ti_C-------,h)dunh/qhsan_V3API-P-,after
o(/ti_C-------,h)/mhn_V1IMI-S-,after
o(/ti_C-------,qarrw=_V1PAI-S-,after
o(/ti_C-------,qauma/sh|s_V2AAS-S-,before
o(/ti_C-------,kai/_C-------,after
o(/ti_C-------,kai/_v-------,after
o(/ti_C-------,kalei=tai_V3PPI-S-,after
o(/ti_C-------,kalo/s_A----NSM,after
o(/ti_C-------,katabe/bhka_V1RAI-S-,after
o(/ti_C-------,kathrti/sw_V2AMI-S-,after
o(/ti_C-------,klhqh/sontai_V3FPI-P-,after
o(/ti_C-------,klhronomh/sousi(n)_V3FAI-P-,after
o(/ti_C-------,krinou=men_V1FAI-P-,after
o(/ti_C-------,krinou=si(n)_V3FAI-P-,after
o(/ti_C-------,le/gei_V3PAI-S-,after
o(/ti_C-------,le/gete_V2PAI-P-,after
o(/ti_C-------,le/gw_V1PAI-S-,after
o(/ti_C-------,lela/lhka_V1RAI-S-,after
o(/ti_C-------,maka/rioi_A----NPM,before
o(/ti_C-------,memi/shke(n)_V3RAI-S-,after
o(/ti_C-------,misei=s_V2PAI-S-,after
o(/ti_C-------,oi)/date_V2RAI-P-,after
o(/ti_C-------,o(rw=_V1PAI-S-,after
o(/ti_C-------,ou)ai/_J-------,before
o(/ti_C-------,ou)de/_C-------,after
o(/ti_C-------,o)/yontai_V3FMI-P-,after
o(/ti_C-------,paraklhqh/sontai_V3FPI-P-,after
o(/ti_C-------,paregeno/mhn_V1AMI-S-,after
o(/ti_C-------,paradedw/keisan_V3LAI-P-,after
o(/ti_C-------,paredo/qh_V3API-S-,after
o(/ti_C-------,pare/dwkan_V3AAI-P-,after
o(/ti_C-------,peina/sete_V2FAI-P-,after
o(/ti_C-------,pepi/steukas_V2RAI-S-,after
o(/ti_C-------,peplh/rwke(n)_V3RAI-S-,after
o(/ti_C-------,pisteu/eis_V2PAI-S-,after
o(/ti_C-------,pisteu/ete_V2PAI-P-,after
o(/ti_C-------,poih/sei_V3FAI-S-,after
o(/ti_C-------,poih/sousi(n)_V3FAI-P-,before
o(/ti_C-------,prosefw/nei_V3IAI-S-,after
o(/ti_C-------,u(pa/gw_V1PAI-S-,after
o(/ti_C-------,filw=_V1PAI-S-,after
o(/ti_C-------,fwnei=_V3PAI-S-,after
o(/ti_C-------,xai/rw_V1PAI-S-,before
o(/ti_C-------,xortasqh/sesqe_V2FPI-P-,after
o(/ti_C-------,xortasqh/sontai_V3FPI-P-,after
o(/ti_C-------,yeu/domai_V1PMI-S-,after
o(/ti_C-------,w(s_P-------,after
ou)de/_C-------,e)/gnwsan_V3AAI-P-,before
ou)de/_C-------,e)me/_E----AS-,after
ou)de/_C-------,e)/pie(n)_V3AAI-S-,after
ou)de/_C-------,e)sti/(n)_V3PAI-S-,before
ou)de/_C-------,e)/fage(n)_V3AAI-S-,before
ou)de/_C-------,h(me/ran_N----ASF,before
ou)de/_C-------,qe/lontos_V-PAPGSM,before
ou)de/_C-------,kai/_C-------,after
ou)de/_C-------,noei=te_V2PAI-P-,before
ou)de/_C-------,suni/ete_V2PAI-P-,after
ou)de/_C-------,tre/xontos_V-PAPGSM,after
ou)de/_C-------,u(pe/r_P-------,after
ou)de/_C-------,w(/ran_N----ASF,after
ou)/te_C-------,a)krobusti/a_N----NSF,after
ou)/te_C-------,ei)s_P-------,any
ou)/te_C-------,e)sti/(n)_V3PAI-S-,before
ou)/te_C-------,ou)/te_C-------,after
ou)/te_C-------,poih=sai_V-AAN---,after
plh/n_C-------,e)poih/sate_V2AAI-P-,after
plh/n_C-------,e)/stai_V3FMI-S-,after
plh/n_C-------,kai/_C-------,after
plh/n_C-------,kai/_v-------,after
plh/n_C-------,o(/ti_C-------,after
pri/n_C-------,gene/sqai_V-AMN---,after
pri/n_C-------,ei)/rhka_V1RAI-S-,before
toi/nun_C-------,e)cerxw/meqa_V1PMS-P-,after
w(s_C-------,a)nh=ke(n)_V3IAI-S-,after
w(s_C-------,a)sfali/sasqe_V2AMM-P-,before
w(s_C-------,diata/comai_V1FMI-S-,after
w(s_C-------,e)/dwke(n)_V3AAI-S-,after
w(s_C-------,e(ka/stw|_A----DSM,before
w(s_C-------,e)/lege(n)_V3IAI-S-,after
w(s_C-------,e)/lqw_V1AAS-S-,after
w(s_C-------,e)piginw/skeis_V2PAI-S-,after
w(s_C-------,e)plh/rou_V3IAI-S-,after
w(s_C-------,e)/sesqe_V2FMI-P-,before
w(s_C-------,e)sti/(n)_V3PAI-S-,after
w(s_C-------,h)di/khsa_V1AAI-S-,before
w(s_C-------,kai/_n-------,before
w(s_C-------,kai/_v-------,before
w(s_C-------,kauxa=sai_V2PMI-S-,before
w(s_C-------,labw/n_V-AAPNSM,after
w(s_C-------,logize/sqw_V3PMM-S-,before
w(s_C-------,me/llontes_V-PAPNPM,after
w(s_C-------,oi)/date_V2RAI-P-,after
w(s_C-------,u(pota/ssesqe_V2PPM-P-,before
w(/ste_C-------,a)lla/_C-------,after
w(/ste_C-------,a)pekri/qh_V3API-S-,before
w(/ste_C-------,e)qambh/qhsan_V3API-P-,before
w(/ste_C-------,e)kde/xesqe_V2PMM-P-,after
w(/ste_C-------,e)nergei=tai_V3PMI-S-,after
w(/ste_C-------,e)/cesti(n)_V3PAI-S-,after
w(/ste_C-------,eu)logou=ntai_V3PPI-P-,after
w(/ste_C-------,ge/gona_V1RAI-S-,after
w(/ste_C-------,qauma/zein_V-PAN---,after
w(/ste_C-------,parakalei=te_V2PAM-P-,after
w(/ste_C-------,suzhtei=n_V-PAN---,after
a)ga/ph|_N----DSF,pneu/mati_N----DSN,after
a)ga/ph|_N----DSF,u(pomonh=|_N----DSF,after
a)gge/lous_N----APM,biwtika/_A----APN,after
h)|xmalw/teuse(n)_V3AAI-S-,e)/dwke(n)_V3AAI-S-,after
a)nagnw/sei_N----DSF,paraklh/sei_N----DSF,after
a)peleu/sontai_V3FMI-P-,ei)s_P-------,after
dikaiw/mata_N----APN,a(/gion_A----ASN,after
pi/stei_N----DSF,a)ga/ph|_N----DSF,after
u(pa/gete_V2PAM-P-,a)sfali/sasqe_V2AMM-P-,after
ga/la_N----ASN,brw=ma_N----ASN,after
me/lh_N----NPN,sw=ma_N----NSN,after
numfi/os_N----NSM,e)ce/rxesqe_V2PMM-P-,after
paraklh/sei_N----DSF,didaskali/a|_N----DSF,after
e)k_P-------,dia/_P-------,after
e)k_P-------,e)k_P-------,after
kata/_P-------,kata/_P-------,after
a)gapa=te_V2PAM-P-,fobei=sqe_V2PMM-P-,after
h)dikh/samen_V1AAI-P-,e)fqei/ramen_V1AAI-P-,after
a)=ron_V2AAM-S-,a)=ron_V2AAM-S-,after
a)=ron_V2AAM-S-,stau/rwson_V2AAM-S-,after
ai)th/sei_V3FAI-S-,e)pidw/sei_V3FAI-S-,after
a)ndri/zesqe_V2PMM-P-,krataiou=sqe_V2PPM-P-,after
a)peleu/sontai_V3FMI-P-,ei)s_P-------,after
a)pobalw/meqa_V1AMS-P-,e)ndusw/meqa_V1AMS-P-,after
a)po/dos_V2AAM-S-,du/nh|_V2PMI-S-,after
a)pe/luse(n)_V3AAI-S-,i(/na_C-------,after
a)pe/steile(n)_V3AAI-S-,kai/_v-------,after
au)ca/nein_V-PAN---,e)lattou=sqai_V-PMN---,after
a)/fes_V2AAM-S-,i)/dwmen_V1AAS-P-,after
a)fh/sw_V1FAI-S-,e)/rxomai_V1PMI-S-,after
ble/pete_V2PAM-P-,ble/pete_V2PAM-P-,after
e)genh/qh_V3API-S-,h)=n_V3IAI-S-,after
e)gnw/risas_V2AAI-S-,plhrw/seis_V2FAI-S-,after
grhgorei=te_V2PAM-P-,sth/kete_V2PAM-P-,after
deu=te_V2-AM---,a)napau/sw_V1FAI-S-,after
deu=te_V2-AM---,a)risth/sate_V2AAM-P-,after
diw/kete_V2PAM-P-,zhlou=te_V2PAM-P-,after
dokimaze/sqwsan_V3PPM-P-,diakonei/twsan_V3PAM-P-,after
du/nasqe_V2PMI-P-,e)ste/_V2PAI-P-,after
e)/geire_V2PAM-S-,fwnei=_V3PAI-S-,after
e)gei/resqe_V2PPM-P-,a)/gwmen_V1PAS-P-,after
e)gei/rete_V2PAM-P-,kaqari/zete_V2PAM-P-,after
e)gei/rontai_V3PPI-P-,e)/rxontai_V3PMI-P-,after
h)/|dei_V3LAI-S-,e)ge/nonto_V3AMI-P-,after
ei)mi/_V1PAI-S-,klh/mata_N----NPN,after
ei)mi/_V1PAI-S-,fobei=sqe_V2PMM-P-,after
ei)si/(n)_V3PAI-P-,e)klektoi/_A----NPM,after
h)=n_V3IAI-S-,h)=n_V3IAI-S-,after
h)=san_V3IAI-P-,kai/_v-------,after
e)cekla/sqhsan_V3API-P-,e(/sthkas_V2RAI-S-,after
e)leei=_V3PAI-S-,sklhru/nei_V3PAI-S-,after
e)nergei=tai_V3PMI-S-,e)n_P-------,after
e)pilanqa/nesqe_V2PMM-P-,e)/laqon_V3AAI-P-,after
eu)logei=te_V2PAM-P-,kai/_v-------,after
eu(=re(n)_V3AAI-S-,h)=san_V3IAI-P-,after
e(/cousi(n)_V3FAI-P-,fei/domai_V1PMI-S-,after
e)/xei_V3PAI-S-,e)perwth/sate_V2AAM-P-,after
e)/xeis_V2PAI-S-,e)/xw_V1PAI-S-,after
zhlou=te_V2PAM-P-,i(/na_C-------,after
qa/rsei_V2PAM-S-,e)/geire_V2PAM-S-,after
qarsei=te_V2PAM-P-,ei)mi/_V1PAI-S-,after
qerapeu/ete_V2PAM-P-,e)gei/rete_V2PAM-P-,after
qewrou=si(n)_V3PAI-P-,h)=n_V3IAI-S-,after
sth/kete_V2PAM-P-,a)ndri/zesqe_V2PMM-P-,after
kaqari/zete_V2PAM-P-,e)kba/llete_V2PAM-P-,after
katedika/sate_V2AAI-P-,e)foneu/sate_V2AAI-P-,after
kathrgh/qhte_V2API-P-,e)cepe/sate_V2AAI-P-,after
klai/ete_V2PAM-P-,a)lla/_C-------,after
kri/nete_V2PAI-P-,kri/nei_V3PAI-S-,after
kri/nete_V2PAI-P-,kri/nw_V1PAI-S-,after
e)la/bete_V2AAI-P-,do/te_V2AAM-P-,after
e)/lege(n)_V3IAI-S-,h)/|dei_V3LAI-S-,after
e)/meine(n)_V3AAI-S-,a)pe/lipon_V1AAI-S-,after
nh/yate_V2AAM-P-,grhgorh/sate_V2AAM-P-,after
e)/pemya_V1AAI-S-,e)poi/hsas_V2AAI-S-,after
pisteu/ei_V3PAI-S-,e)sqi/ei_V3PAI-S-,after
e)po/tisa_V1AAI-S-,e)du/nasqe_V2IMI-P-,after
prokalou/menoi_V-PMPNPM,fqonou=ntes_V-PAPNPM,after
proe/koye(n)_V3AAI-S-,h)/ggike(n)_V3RAI-S-,after
siw/pa_V2PAM-S-,pefi/mwso_V2RPM-S-,after
stau/rou_V2PAM-S-,stau/rou_V2PAM-S-,after
swqh/setai_V3FPI-S-,katakriqh/setai_V3FPI-S-,after
sw=son_V2AAM-S-,a)pollu/meqa_V1PMI-P-,after
timh/sate_V2AAM-P-,a)gapa=te_V2PAM-P-,after
u(/page_V2PAM-S-,e)rga/zou_V2PMM-S-,after
u(/page_V2PAM-S-,se/swke(n)_V3RAI-S-,after
u(pa/gete_V2PAM-P-,i)/dete_V2AAM-P-,after
u(pa/gete_V2PAM-P-,w(s_C-------,after
e)fqei/ramen_V1AAI-P-,e)pleonekth/samen_V1AAI-P-,after
fobei=sqe_V2PMM-P-,tima=te_V2PAM-P-,after
fusioi=_V3PAI-S-,oi)kodomei=_V3PAI-S-,after
xai=re_V2PAM-S-,meta/_P-------,after
xai/rein_V-PAN---,klai/ein_V-PAN---,after
xarh=te_V2APS-P-,w)=_V1PAS-S-,after
